20C,Time,Celsius(C),Humidity(%rh),Dew Point(C),Serial Number
1,01/07/2024 16:22:59,23.0,64.0,15.8,10013847
2,01/07/2024 16:27:59,22.5,60.0,14.3
3,01/07/2024 16:32:59,22.0,61.0,14.1
4,01/07/2024 16:37:59,22.0,61.5,14.2
5,01/07/2024 16:42:59,21.5,62.0,13.9
6,01/07/2024 16:47:59,21.5,62.0,13.9
7,01/07/2024 16:52:59,21.5,62.5,14.0
8,01/07/2024 16:57:59,21.5,62.5,14.0
9,01/07/2024 17:02:59,21.0,63.0,13.6
10,01/07/2024 17:07:59,21.0,63.0,13.6
11,01/07/2024 17:12:59,21.0,63.0,13.6
12,01/07/2024 17:17:59,21.0,63.0,13.6
13,01/07/2024 17:22:59,21.0,63.0,13.6
14,01/07/2024 17:27:59,21.0,63.0,13.6
15,01/07/2024 17:32:59,21.0,63.0,13.6
16,01/07/2024 17:37:59,21.0,63.0,13.6
17,01/07/2024 17:42:59,21.0,63.0,13.6
18,01/07/2024 17:47:59,21.0,63.0,13.6
19,01/07/2024 17:52:59,21.0,63.0,13.6
20,01/07/2024 17:57:59,21.0,63.0,13.6
21,01/07/2024 18:02:59,21.0,63.0,13.6
22,01/07/2024 18:07:59,20.5,63.5,13.3
23,01/07/2024 18:12:59,20.5,63.5,13.3
24,01/07/2024 18:17:59,20.5,63.5,13.3
25,01/07/2024 18:22:59,20.5,63.5,13.3
26,01/07/2024 18:27:59,20.5,63.5,13.3
27,01/07/2024 18:32:59,20.5,63.5,13.3
28,01/07/2024 18:37:59,20.5,63.5,13.3
29,01/07/2024 18:42:59,20.5,63.5,13.3
30,01/07/2024 18:47:59,20.5,63.5,13.3
31,01/07/2024 18:52:59,20.5,63.5,13.3
32,01/07/2024 18:57:59,20.5,63.5,13.3
33,01/07/2024 19:02:59,20.5,63.5,13.3
34,01/07/2024 19:07:59,20.5,63.5,13.3
35,01/07/2024 19:12:59,20.5,63.5,13.3
36,01/07/2024 19:17:59,20.5,63.5,13.3
37,01/07/2024 19:22:59,20.5,64.0,13.4
38,01/07/2024 19:27:59,20.5,64.0,13.4
39,01/07/2024 19:32:59,20.5,63.5,13.3
40,01/07/2024 19:37:59,20.5,63.5,13.3
41,01/07/2024 19:42:59,20.5,64.0,13.4
42,01/07/2024 19:47:59,20.5,64.0,13.4
43,01/07/2024 19:52:59,20.5,64.0,13.4
44,01/07/2024 19:57:59,20.5,64.0,13.4
45,01/07/2024 20:02:59,20.5,64.0,13.4
46,01/07/2024 20:07:59,20.5,64.0,13.4
47,01/07/2024 20:12:59,20.5,64.0,13.4
48,01/07/2024 20:17:59,20.5,64.0,13.4
49,01/07/2024 20:22:59,20.5,64.0,13.4
50,01/07/2024 20:27:59,20.5,64.0,13.4
51,01/07/2024 20:32:59,20.5,63.5,13.3
52,01/07/2024 20:37:59,20.5,64.0,13.4
53,01/07/2024 20:42:59,20.5,64.0,13.4
54,01/07/2024 20:47:59,20.5,64.0,13.4
